City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
361,Amnat Charoen,TH,15.9167,104.75,74.77,91,100,5.03,moderate rain
362,Shahreza,IR,32.0339,51.8794,68.29,24,0,5.88,clear sky
363,Tateyama,JP,34.9833,139.8667,73.09,94,75,4.61,mist
364,Santa Fe,AR,-31.6333,-60.7,72.01,26,1,5.01,clear sky
365,Shar,KZ,49.5886,81.0453,35.89,73,60,7.49,broken clouds
366,Porosozero,RU,62.7191,32.727,46.24,87,100,13.76,light rain
367,Gladstone,AU,-23.85,151.25,64.33,88,45,0.0,light rain
368,Palasbari,IN,26.1361,91.5486,80.65,83,40,0.0,mist
369,Ust-Tsilma,RU,65.441,52.1498,47.19,68,89,12.46,overcast clouds
370,Bridlington,GB,54.0831,-0.1919,65.28,86,25,11.03,scattered clouds
371,Chuy,UY,-33.6971,-53.4616,57.36,50,6,8.88,clear sky
372,The Valley,AI,18.217,-63.0578,89.46,70,40,16.11,scattered clouds
373,Ankazoabo,MG,-22.2833,44.5167,69.96,34,0,14.99,clear sky
374,Naters,CH,46.3254,7.9891,54.36,89,33,3.85,scattered clouds
375,Wote,KE,-1.7808,37.6288,74.07,49,78,13.87,broken clouds
376,Pacific Grove,US,36.6177,-121.9166,62.8,77,90,4.0,overcast clouds
377,Macapa,BR,0.0389,-51.0664,96.78,56,40,11.5,scattered clouds
378,Oranjemund,NA,-28.55,16.4333,57.65,91,25,6.22,scattered clouds
379,Khani,GE,41.9563,42.9566,53.17,78,13,5.97,few clouds
380,Xaltianguis,MX,17.0667,-99.8333,78.31,60,47,4.43,scattered clouds
381,Maumere,ID,-8.6199,122.2111,78.17,82,64,7.36,broken clouds
382,Port Lincoln,AU,-34.7333,135.8667,48.78,80,99,7.7,overcast clouds
383,Tabora,TZ,-5.0167,32.8,82.47,18,68,6.89,broken clouds
384,San Pedro,PH,14.35,121.0167,80.35,89,40,2.3,haze
385,Nizhnyaya Salda,RU,58.0776,60.7202,40.08,73,15,9.6,few clouds
386,Asau,RO,46.4333,26.4,48.4,68,100,4.5,light rain
387,Gualeguay,AR,-33.1416,-59.3097,65.34,39,0,8.79,clear sky
388,Mackay,AU,-21.15,149.2,71.69,94,40,4.61,scattered clouds
389,Pitkyaranta,RU,61.5734,31.4792,49.19,73,90,17.11,light rain
390,Santa Maria,BR,-29.6842,-53.8069,63.7,55,0,11.5,clear sky
391,Yeppoon,AU,-23.1333,150.7333,65.98,74,59,3.67,broken clouds
392,Hudiksvall,SE,61.729,17.1036,49.03,85,77,4.21,broken clouds
393,Talcahuano,CL,-36.7167,-73.1167,56.88,77,75,14.97,broken clouds
394,Bonavista,CA,48.6499,-53.1147,58.12,60,63,13.49,broken clouds
395,Saint-Pierre,RE,-21.3393,55.4781,69.48,87,94,5.75,light rain
396,Svetlogorsk,BY,52.6333,29.7333,40.21,60,15,6.46,few clouds
397,Pervoye Maya,RU,56.164,44.7196,33.51,57,0,2.86,clear sky
398,San Carlos De Bariloche,AR,-41.1456,-71.3082,56.95,18,0,5.75,clear sky
399,Sibu,MY,2.3,111.8167,79.11,94,40,0.0,scattered clouds
400,Nelson Bay,AU,-32.7167,152.15,63.0,76,98,8.81,overcast clouds
401,Benidorm,ES,38.5382,-0.131,74.88,91,9,4.52,clear sky
402,Boma,GH,7.0805,-2.1697,75.72,92,92,2.44,light rain
403,Waipawa,NZ,-41.4122,175.5153,55.02,95,100,5.03,overcast clouds
404,Sembe,CG,1.6481,14.5806,72.82,95,96,2.13,light rain
405,Kilemary,RU,56.7783,46.8659,37.99,64,6,3.6,clear sky
406,Heihe,CN,50.2441,127.4902,36.18,91,33,4.45,scattered clouds
407,Tilichiki,RU,60.4667,166.1,27.32,65,98,6.35,overcast clouds
408,Fort Wellington,GY,6.4,-57.6,85.17,67,92,8.63,overcast clouds
409,Naron,ES,43.5167,-8.1528,68.85,83,10,1.36,clear sky
410,Bowen,AU,-20.0167,148.2333,66.42,80,21,8.66,few clouds
411,Kaitangata,NZ,-46.2817,169.8464,46.35,93,46,3.56,scattered clouds
412,Belmonte,BR,-15.8631,-38.8828,82.9,62,7,10.22,clear sky
413,Clones,IE,54.1833,-7.2333,64.42,97,100,11.59,overcast clouds
414,Saldanha,ZA,-33.0117,17.9442,60.85,95,8,12.77,clear sky
415,Jining,CN,35.405,116.5814,55.92,93,100,5.48,light rain
416,Hay River,CA,60.8156,-115.7999,37.38,87,75,10.36,broken clouds
417,Grand-Lahou,CI,5.1367,-5.0242,78.51,84,91,6.78,overcast clouds
418,Mendi,PG,-6.1761,143.6513,52.56,97,77,3.74,broken clouds
419,Bismarck,US,46.8083,-100.7837,71.44,53,1,4.61,clear sky
420,Batagay-Alyta,RU,67.8006,130.4114,24.26,68,100,5.3,overcast clouds
421,Banda Aceh,ID,5.5577,95.3222,79.74,78,76,13.0,light rain
422,Sur,OM,22.5667,59.5289,82.9,56,0,2.59,clear sky
423,Labytnangi,RU,66.6572,66.4183,45.07,85,100,15.73,overcast clouds
424,Lata,PT,40.1629,-8.3327,74.35,55,0,3.51,clear sky
425,Celestun,MX,20.8667,-90.4,85.75,65,100,8.52,overcast clouds
426,Along,IN,28.1667,94.7667,70.75,98,12,2.06,few clouds
427,Wilmington,US,34.2257,-77.9447,80.94,88,75,10.36,broken clouds
428,Inhambane,MZ,-23.865,35.3833,71.58,68,40,5.75,scattered clouds
429,Isangel,VU,-19.55,169.2667,69.96,75,0,13.09,clear sky
430,Vilhena,BR,-12.7406,-60.1458,86.22,58,20,10.36,few clouds
431,Shieli,KZ,44.1667,66.75,47.28,31,4,25.12,clear sky
432,Qui Nhon,VN,13.7667,109.2333,76.75,85,100,6.31,moderate rain
433,Angoram,PG,-4.0625,144.0661,72.3,99,44,1.88,scattered clouds
434,Whitehorse,CA,60.7161,-135.0538,34.57,93,90,13.0,overcast clouds
435,Linxia,CN,35.6003,103.2064,55.4,68,27,2.59,scattered clouds
436,Esmeraldas,BR,-19.7625,-44.3139,78.91,31,74,7.43,broken clouds
437,Komsomolskiy,UZ,40.4272,71.7189,56.12,82,40,2.3,light intensity shower rain
438,Valdemarpils,LV,57.3707,22.5919,51.22,59,57,8.3,broken clouds
439,Kingman,US,35.1894,-114.053,75.18,39,1,7.0,clear sky
440,Linjiang,CN,41.8069,126.9078,43.02,94,0,1.95,clear sky
441,Myingyan,MM,21.4667,95.3833,84.29,71,31,4.09,scattered clouds
442,Cabedelo,BR,-6.9811,-34.8339,86.67,70,98,13.71,overcast clouds
443,Hamilton,US,39.1834,-84.5333,75.42,79,75,3.44,broken clouds
444,El Alto,PE,-4.2714,-81.2147,74.86,67,22,24.72,few clouds
445,Adana,TR,36.985,35.2881,77.81,30,0,3.44,clear sky
446,Tura,IN,25.5198,90.2201,74.62,90,20,2.17,few clouds
447,Zwedru,LR,6.0667,-8.1281,75.94,95,88,3.87,light rain
448,Camocim,BR,-2.9022,-40.8411,86.76,61,54,18.99,broken clouds
449,Saint-Joseph,RE,-21.3667,55.6167,68.38,78,96,6.93,light rain
450,Buala,SB,-8.145,159.5921,79.7,85,39,6.71,scattered clouds
451,Kingisepp,RU,59.3733,28.6134,47.5,55,55,9.19,broken clouds
452,Morondava,MG,-20.2833,44.2833,76.5,61,0,19.19,clear sky
453,Otradnoye,RU,59.7775,30.8181,52.03,55,48,10.04,scattered clouds
454,Popondetta,PG,-8.7537,148.2534,71.65,94,10,2.98,clear sky
455,Necochea,AR,-38.5473,-58.7368,62.04,49,3,1.45,clear sky
456,Puerto Colombia,CO,10.9878,-74.9547,86.09,75,100,6.69,overcast clouds
457,Almaty,KZ,43.25,76.95,28.31,86,40,2.24,mist
458,Kutum,SD,14.2,24.6667,84.63,19,13,4.76,few clouds
459,Te Anau,NZ,-45.4167,167.7167,49.1,95,100,2.51,overcast clouds
460,Barao De Melgaco,BR,-16.1944,-55.9675,95.52,35,37,3.38,scattered clouds
461,Jumla,NP,29.2747,82.1838,55.69,93,56,2.71,broken clouds
462,Alice Springs,AU,-23.7,133.8833,63.95,77,0,6.91,clear sky
463,Karratha,AU,-20.7377,116.8463,73.29,71,0,6.29,clear sky
464,Asfi,MA,32.2994,-9.2372,69.75,81,30,6.44,scattered clouds
465,Zaysan,KZ,47.4667,84.8667,33.78,55,49,8.21,scattered clouds
466,Guerrero Negro,MX,27.9769,-114.0611,74.52,61,69,16.11,broken clouds
467,Benguela,AO,-12.5763,13.4055,72.0,77,38,6.53,scattered clouds
468,Katrineholm,SE,58.9959,16.2072,53.73,89,100,4.81,overcast clouds
469,Coahuayana,MX,18.7333,-103.6833,90.88,57,28,4.68,scattered clouds
470,Lac Du Bonnet,CA,50.2536,-96.0612,71.58,43,2,13.49,clear sky
471,Cuauhtemoc,MX,28.4167,-106.8667,72.72,32,2,4.56,clear sky
472,Itoman,JP,26.1247,127.6694,81.37,80,75,8.05,broken clouds
473,Paciran,ID,-6.8767,112.3761,79.07,75,15,6.31,few clouds
474,Toppenish,US,46.3774,-120.3087,56.71,53,0,0.69,clear sky
475,Kaeng Khoi,TH,14.5862,100.9976,79.88,94,99,3.67,light rain
476,Tikrit,IQ,34.6071,43.6782,76.48,13,0,10.09,clear sky
477,Sarab,IR,38.6066,44.9883,48.25,65,4,2.66,clear sky
478,Cayenne,GF,4.9333,-52.3333,91.44,75,75,4.0,broken clouds
479,Half Moon Bay,US,37.4636,-122.4286,65.12,70,75,1.01,haze
480,Skjervoy,NO,70.0311,20.9714,37.58,65,100,25.72,light rain
481,Uige,AO,-7.6087,15.0613,74.03,79,65,1.59,broken clouds
482,Galle,LK,6.0367,80.217,80.4,83,58,9.44,light rain
483,Lanivtsi,UA,49.8633,26.0908,42.4,43,0,10.22,clear sky
484,Vanimo,PG,-2.6741,141.3028,76.17,87,49,4.94,scattered clouds
485,Thinadhoo,MV,0.5333,72.9333,83.71,75,52,12.08,broken clouds
486,Tabas,IR,33.5959,56.9244,79.75,15,15,6.78,few clouds
487,Guider,CM,9.9342,13.9486,85.06,54,74,5.01,broken clouds
488,Vostok,RU,46.4856,135.8833,35.47,91,64,5.68,broken clouds
489,Krylovskaya,RU,46.3194,39.9711,48.15,48,82,18.48,broken clouds
490,Baiyin,CN,36.5583,104.2081,54.48,59,20,7.07,few clouds
491,Tripoli,LY,32.8752,13.1875,74.52,60,24,12.8,few clouds
492,Iqaluit,CA,63.7506,-68.5145,42.53,65,75,8.99,broken clouds
493,Point Fortin,TT,10.1833,-61.6833,86.14,80,96,7.87,overcast clouds
494,Kishtwar,IN,33.3167,75.7667,57.97,55,0,3.71,clear sky
495,Krasnaya Gora,RU,52.9995,31.6023,46.31,59,67,7.2,broken clouds
496,Inta,RU,66.0317,60.1659,46.17,76,100,20.0,overcast clouds
497,Vista Hermosa,MX,19.5167,-99.2167,76.91,62,75,4.61,broken clouds
498,Lima,PE,-12.0432,-77.0282,67.14,93,75,10.36,broken clouds
499,Sao Felix Do Xingu,BR,-6.6447,-51.995,98.4,28,37,3.8,scattered clouds
500,San Andres,CO,12.5847,-81.7006,87.82,74,75,18.41,broken clouds
501,Igrim,RU,63.1906,64.4162,45.82,69,3,12.88,clear sky
502,Godhra,IN,22.75,73.6333,81.99,67,6,3.2,clear sky
503,Grindavik,IS,63.8424,-22.4338,48.15,81,90,24.16,very heavy rain
504,Belyy Yar,RU,53.6039,91.3903,35.49,87,75,11.18,light intensity shower rain
505,Nouakchott,MR,18.0858,-15.9785,87.73,71,58,7.4,broken clouds
506,Matiri,TZ,-10.75,34.9,68.0,55,54,4.0,broken clouds
507,Krasnyy Chikoy,RU,50.3643,108.7512,38.93,84,100,2.26,overcast clouds
508,San Martin,AR,-33.081,-68.4681,64.94,21,0,4.72,clear sky
509,Beaverlodge,CA,55.2166,-119.4361,38.55,60,4,12.39,clear sky
510,Gobabis,NA,-22.45,18.9667,77.59,14,50,13.53,scattered clouds
511,Marquette,US,46.5333,-87.6335,65.82,89,3,5.44,clear sky
512,Luau,AO,-10.7073,22.2247,78.91,39,72,2.35,broken clouds
513,Medicine Hat,CA,50.0501,-110.6683,49.71,55,75,1.01,smoke
514,Coquimbo,CL,-29.9533,-71.3436,58.73,67,90,11.5,overcast clouds
515,Ifanadiana,MG,-21.3,47.6333,59.52,96,99,2.93,light rain
516,Egvekinot,RU,66.3167,-179.1667,21.87,87,100,8.63,overcast clouds
517,Ko Samui,TH,9.5357,99.9357,81.52,79,100,23.91,overcast clouds
518,Nabire,ID,-3.3667,135.4833,75.56,91,100,3.58,overcast clouds
519,Luanda,AO,-8.8368,13.2343,77.0,78,40,12.66,scattered clouds
520,Corralillo,CU,22.9819,-80.5856,87.22,65,64,17.22,broken clouds
521,Leicester,GB,52.6386,-1.1317,65.66,84,39,5.91,scattered clouds
522,Gorontalo,ID,0.5412,123.0595,74.5,93,30,2.35,scattered clouds
523,Pacifica,US,37.6138,-122.4869,64.92,78,75,5.01,haze
524,Viedma,AR,-40.8135,-62.9967,68.67,14,0,12.44,clear sky
525,Mumford,GH,5.2618,-0.759,79.29,84,72,7.18,broken clouds
526,Almaznyy,RU,48.0448,40.045,46.54,43,44,12.95,scattered clouds
527,Bonthe,SL,7.5264,-12.505,81.57,77,78,7.02,broken clouds
528,Mengcheng,CN,33.2579,116.5655,59.94,93,100,11.05,overcast clouds
529,Orlik,RU,52.5178,99.825,30.27,83,100,2.13,overcast clouds
530,Monrovia,LR,6.3005,-10.7969,80.37,79,70,9.93,broken clouds
531,Cacapava,BR,-23.1008,-45.7069,73.17,81,98,10.0,overcast clouds
532,Salem,IN,11.65,78.1667,78.39,85,100,2.51,overcast clouds
533,Hambantota,LK,6.1241,81.1185,80.69,82,60,13.91,broken clouds
534,Ferrol,ES,43.4832,-8.2369,75.45,84,13,1.45,few clouds
535,Beshpagir,RU,45.0217,42.3808,45.82,65,97,21.12,overcast clouds
536,Dawei,MM,14.0833,98.2,76.78,94,100,1.97,overcast clouds
537,Matara,LK,5.9485,80.5353,78.98,88,64,8.3,broken clouds
538,Jacareacanga,BR,-6.2222,-57.7528,89.4,53,82,3.02,broken clouds
539,Mpulungu,ZM,-8.7623,31.1141,82.72,37,52,4.09,broken clouds
540,Havelock,US,34.8791,-76.9013,76.98,86,90,3.0,drizzle
541,Rolla,US,37.9514,-91.7713,68.86,87,90,4.0,overcast clouds
542,Dapaong,TG,10.8639,0.205,86.41,50,39,6.11,scattered clouds
543,Kijang,KR,35.2442,129.2139,73.13,87,12,8.9,few clouds
544,Chigore,PA,8.5333,-80.35,86.04,76,89,6.11,overcast clouds
545,Pishin,PK,30.5803,66.9961,67.48,11,0,2.93,clear sky
546,Verkhoyansk,RU,67.5447,133.385,28.38,55,100,12.97,overcast clouds
547,Keti Bandar,PK,24.1447,67.4497,82.6,78,100,8.63,overcast clouds
548,Sobolevo,RU,54.4299,31.8996,39.4,62,28,5.84,scattered clouds
549,Kedrovyy,RU,56.1667,91.8167,32.41,97,100,10.67,snow
550,Phetchaburi,TH,12.9667,99.5833,80.29,95,100,3.29,light rain
551,Obo,CF,5.3998,26.4869,71.62,90,71,1.77,broken clouds
552,Minnedosa,CA,50.2453,-99.8436,64.96,40,18,6.91,few clouds
553,Alto Araguaia,BR,-17.3147,-53.2153,81.52,57,58,14.29,light rain
554,Kushiro,JP,42.975,144.3747,49.26,92,100,4.79,overcast clouds
555,Eirunepe,BR,-6.6603,-69.8736,92.86,44,100,1.97,overcast clouds
556,Rio Verde De Mato Grosso,BR,-18.9181,-54.8442,93.24,40,79,4.9,broken clouds
557,Weligama,LK,5.9667,80.4167,79.21,86,62,8.25,light rain
558,Cabo San Lucas,MX,22.8909,-109.9124,93.51,55,1,6.91,clear sky
559,Weiser,US,44.251,-116.9693,59.31,62,100,2.82,overcast clouds
560,Salta,AR,-24.7859,-65.4117,67.57,48,75,5.99,broken clouds
561,Senneterre,CA,48.3835,-77.2328,68.22,59,26,5.77,scattered clouds
562,Los Llanos De Aridane,ES,28.6585,-17.9182,71.35,84,75,11.5,volcanic ash
563,Pisco,PE,-13.7,-76.2167,68.05,73,0,14.97,clear sky
564,Kaseda,JP,31.4167,130.3167,71.94,79,34,8.28,scattered clouds
565,Laval,CA,45.57,-73.692,72.05,60,20,1.01,few clouds
566,Zarate,AR,-34.0981,-59.0286,67.03,33,2,3.47,clear sky
567,Touros,BR,-5.1989,-35.4608,86.9,66,86,17.78,overcast clouds
568,Show Low,US,34.2542,-110.0298,71.71,37,1,16.11,clear sky
569,Kalengwa,ZM,-13.4659,25.0027,75.2,22,99,5.55,overcast clouds
570,Brigantine,US,39.4101,-74.3646,77.04,67,20,4.61,few clouds
571,Young,UY,-32.6833,-57.6333,64.22,47,2,9.31,clear sky
572,Tungor,RU,53.3808,142.9564,33.64,74,79,8.05,broken clouds
573,Tabuk,PH,17.4189,121.4443,74.66,92,100,2.13,overcast clouds
574,Lichinga,MZ,-13.3128,35.2406,69.89,43,20,5.75,smoke
575,Basco,PH,20.4487,121.9702,82.36,79,100,10.96,overcast clouds
576,Wajima,JP,37.4,136.9,72.43,83,46,16.37,scattered clouds
577,Estacion Coahuila,MX,32.1939,-115.0017,83.5,35,100,3.42,overcast clouds
578,Aklavik,CA,68.2191,-135.0107,29.12,80,9,4.18,clear sky
579,Farah,AF,32.5,62.5,72.86,17,0,3.8,clear sky
580,Chalus,IR,36.655,51.4204,56.66,94,75,4.61,broken clouds
581,Uyovu,TZ,-3.2833,31.5258,72.01,51,89,5.06,overcast clouds
582,Kahului,US,20.8947,-156.47,79.84,73,1,10.36,clear sky
583,Tirumullaivasal,IN,11.2333,79.8333,82.49,80,95,16.55,overcast clouds
584,Katobu,ID,-4.9408,122.5276,75.54,88,95,2.48,overcast clouds
585,Ambilobe,MG,-13.2,49.05,73.94,86,75,3.53,moderate rain
586,Araouane,ML,18.9048,-3.5265,98.94,6,3,8.19,clear sky
587,Nishihara,JP,26.1842,127.7558,80.65,81,90,16.11,overcast clouds
588,La Romana,DO,18.4273,-68.9728,89.96,70,40,9.22,scattered clouds
589,Kyren,RU,51.6828,102.1408,35.94,99,100,2.75,overcast clouds
590,Axim,GH,4.8699,-2.2405,78.89,84,89,6.96,overcast clouds
591,Poddorye,RU,57.4695,31.1156,40.55,68,1,6.02,clear sky
592,Zaraza,VE,9.3503,-65.3245,91.53,48,33,3.42,scattered clouds
593,Akdepe,TM,42.0551,59.3788,48.29,24,94,16.33,overcast clouds
594,Kadaya,RU,50.9327,119.2911,32.59,60,8,2.73,clear sky
595,Rawson,AR,-43.3002,-65.1023,53.71,63,67,19.64,broken clouds
596,Nuuk,GL,64.1835,-51.7216,36.21,60,20,9.22,few clouds
597,Omsukchan,RU,62.5333,155.8,3.65,96,44,2.68,scattered clouds
598,Tual,ID,-5.6667,132.75,81.28,79,62,10.4,broken clouds
599,Saint-Denis,FR,48.9167,2.3333,63.05,68,0,1.99,clear sky
600,Noyabrsk,RU,63.1994,75.4507,42.17,93,100,14.32,light rain
601,La Rioja,ES,42.25,-2.5,65.98,61,4,3.76,clear sky
602,Alnashi,RU,56.1874,52.4792,39.65,71,20,3.31,few clouds
603,Chanika,TZ,-5.4167,38.0167,70.05,79,36,6.87,scattered clouds
604,Shwebo,MM,22.5667,95.7,79.66,82,2,3.91,clear sky
605,Goundam,ML,16.4145,-3.6708,101.19,10,57,9.08,broken clouds
606,Mao,ES,39.8885,4.2658,66.76,59,20,10.36,few clouds
607,Suluova,TR,40.8313,35.6479,55.26,76,0,17.27,clear sky
608,Millau,FR,44.0833,2.9167,57.33,78,16,5.59,few clouds
609,Sisimiut,GL,66.9395,-53.6735,35.28,59,12,6.71,few clouds
610,Kisesa,TZ,-3.0833,34.15,80.4,19,35,6.44,scattered clouds
611,Usogorsk,RU,63.4106,48.6872,44.13,74,4,12.5,clear sky
612,Baruun-Urt,MN,46.6806,113.2792,43.93,51,100,8.68,overcast clouds
613,Kulhudhuffushi,MV,6.6221,73.07,81.68,81,23,14.5,few clouds
614,Warrington,GB,53.3925,-2.5802,66.31,82,75,1.01,broken clouds
615,Faya,SA,18.3851,42.4509,73.51,37,56,13.13,broken clouds
616,Jalu,LY,29.0331,21.5482,78.42,24,0,7.0,clear sky
617,Anzio,IT,41.4853,12.6179,64.33,82,50,8.95,scattered clouds
618,Creston,US,41.0586,-94.3614,72.68,83,90,4.61,overcast clouds
619,Barra Do Garcas,BR,-15.89,-52.2567,97.38,32,0,4.61,clear sky
620,Ust-Omchug,RU,61.15,149.6333,5.83,100,96,0.81,overcast clouds
621,Veraval,IN,20.9,70.3667,84.54,78,62,2.37,broken clouds
622,Ikot Ekpene,NG,5.1794,7.7108,76.89,89,99,3.2,overcast clouds
623,Warmbad,NA,-28.45,18.7333,67.33,29,0,17.45,clear sky
624,Navahrudak,BY,53.6,25.8333,38.52,62,0,7.56,clear sky
625,Kindersley,CA,51.4668,-109.1682,46.42,61,1,5.75,clear sky
626,Tamale,GH,9.4008,-0.8393,85.14,61,94,6.15,overcast clouds
627,Umm Kaddadah,SD,13.6017,26.6876,91.94,14,2,7.99,clear sky
628,Mkushi,ZM,-13.6202,29.3939,74.82,27,48,6.76,scattered clouds
629,Ondjiva,AO,-17.0667,15.7333,82.06,23,75,6.62,broken clouds
630,Krasnoselkup,RU,65.7,82.4667,41.88,95,100,13.35,overcast clouds
631,Olafsvik,IS,64.8945,-23.7142,45.0,79,100,33.82,overcast clouds
632,Kasamwa,TZ,-2.85,32.4333,72.45,55,14,4.7,few clouds
633,Boende,CD,-0.2167,20.8667,75.58,84,83,2.37,light rain
634,Gigmoto,PH,13.7796,124.39,79.56,88,100,5.61,overcast clouds
635,Concarneau,FR,47.875,-3.9225,63.39,87,10,4.14,clear sky
636,Mayo,US,38.8876,-76.5119,79.27,70,1,1.99,clear sky
637,Padang,ID,-0.9492,100.3543,75.25,84,98,1.97,overcast clouds
638,Cascais,PT,38.6979,-9.4215,83.55,41,0,16.11,clear sky
639,Simao,CN,22.7886,100.9748,65.71,96,99,1.28,overcast clouds
640,Sortland,NO,68.6949,15.4162,41.36,77,90,7.65,overcast clouds
641,Tucuma,BR,-0.1833,-50.05,90.54,54,52,11.18,broken clouds
642,Evensk,RU,61.95,159.2333,22.44,57,18,7.38,few clouds
643,Antalaha,MG,-14.9003,50.2788,71.2,77,56,2.51,broken clouds
644,Maubin,MM,16.7333,95.65,77.16,94,49,4.23,scattered clouds
645,Rio Gallegos,AR,-51.6226,-69.2181,55.45,38,0,4.61,clear sky
646,Cilegon,ID,-6.0174,106.0538,76.89,80,33,5.1,scattered clouds
647,Pelym,RU,61.0108,61.9978,41.25,79,53,8.1,broken clouds
648,Taybad,IR,34.74,60.7756,56.43,26,10,13.91,clear sky
649,Bushehr,IR,28.9684,50.8385,86.09,70,0,6.91,clear sky
650,Vao,NC,-22.6667,167.4833,68.54,64,46,14.52,scattered clouds
651,Kampot,KH,10.6167,104.1833,80.65,90,100,6.67,overcast clouds
652,La Palma,US,33.8464,-118.0467,73.04,78,90,1.01,haze
653,Churapcha,RU,62.0025,132.4325,24.84,85,32,7.11,scattered clouds
654,Buin,CL,-33.7333,-70.75,77.05,22,0,8.48,clear sky
655,Lethem,GY,3.3803,-59.7968,94.73,39,70,3.98,broken clouds
656,Banjar,ID,-8.19,114.9675,75.06,86,35,7.25,scattered clouds
657,Shenjiamen,CN,29.9576,122.298,76.69,85,14,13.09,few clouds
658,Banes,CU,20.9625,-75.7186,90.21,61,69,16.71,broken clouds
659,Potoci,BA,43.4086,17.8786,60.31,93,75,2.3,broken clouds
660,Oistins,BB,13.0667,-59.5333,86.09,79,75,21.85,broken clouds
661,Garden City,US,42.3256,-83.331,73.65,87,90,3.0,overcast clouds
662,Luganville,VU,-15.5333,167.1667,77.2,85,50,8.7,scattered clouds
663,Ahipara,NZ,-35.1667,173.1667,56.43,93,41,9.4,scattered clouds
664,Yenagoa,NG,4.9247,6.2642,77.05,90,98,3.89,overcast clouds
665,Andapa,MG,-14.65,49.65,65.97,92,97,0.76,overcast clouds
666,Thai Binh,VN,20.45,106.3333,86.0,75,98,9.93,overcast clouds
667,Ludvika,SE,60.1496,15.1878,54.03,95,100,5.55,overcast clouds
668,Freeport,US,40.6576,-73.5832,76.98,65,40,5.01,scattered clouds
669,Yangjiang,CN,21.85,111.9667,78.26,84,100,15.39,light rain
670,Ojinaga,MX,29.5667,-104.4167,90.57,25,1,0.0,clear sky
671,Iquitos,PE,-3.7481,-73.2472,86.04,70,75,8.05,broken clouds
672,Kindu,CD,-2.95,25.95,73.67,78,55,2.64,broken clouds
673,Catamarca,AR,-28.4696,-65.7852,75.49,45,0,15.01,clear sky
674,Lavrentiya,RU,65.5833,-171.0,35.35,94,100,1.95,overcast clouds
675,Balad,IQ,34.0164,44.1453,77.59,13,0,9.78,clear sky
676,Seymchan,RU,62.8833,152.4333,18.28,73,24,3.0,few clouds
677,Salcedo,PH,12.8105,121.4674,77.99,80,100,3.4,overcast clouds
678,Bangassou,CF,4.7413,22.8184,75.07,82,74,2.08,broken clouds
679,Burnie,AU,-41.0667,145.9167,48.94,87,68,9.91,broken clouds
680,Port Keats,AU,-14.25,129.55,79.88,84,80,6.33,broken clouds
681,Kholodnyy,RU,62.7167,147.95,3.99,96,50,1.61,scattered clouds
682,Chivay,PE,-15.6383,-71.6011,53.26,68,99,5.17,light rain
