City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
249,Dmitriyevskoye,RU,2021-10-04 15:19:25,45.8053,41.8967,49.19,78,100,16.42
250,Betare Oya,CM,2021-10-04 15:19:25,5.6,14.0833,72.99,91,99,6.04
251,Mansa,IN,2021-10-04 15:19:26,29.9833,75.3833,88.05,45,33,5.03
252,Neijiang,CN,2021-10-04 15:19:26,29.5835,105.0622,67.68,90,100,9.62
253,Guanica,PR,2021-10-04 15:19:26,17.9716,-66.908,88.97,67,87,11.99
254,Torbay,CA,2021-10-04 15:19:27,47.6666,-52.7314,51.28,86,90,14.97
255,Cururupu,BR,2021-10-04 15:19:27,-1.8283,-44.8683,88.54,57,89,9.24
256,Los Banos,PH,2021-10-04 15:19:27,14.1667,121.1833,81.09,89,100,8.55
257,Pereira Barreto,BR,2021-10-04 15:19:27,-20.6383,-51.1092,93.07,39,63,7.27
258,Wanning,CN,2021-10-04 15:19:28,18.8003,110.3967,79.72,89,37,8.81
259,Hanmer Springs,NZ,2021-10-04 15:19:28,-42.5167,172.8167,45.27,98,100,1.74
260,Baykit,RU,2021-10-04 15:19:28,61.67,96.37,33.24,94,100,2.15
261,North Bend,US,2021-10-04 15:19:29,43.4065,-124.2243,52.92,99,90,3.44
262,Puerto Escondido,MX,2021-10-04 15:19:29,15.85,-97.0667,83.23,74,40,4.61
263,Oktyabrskoye,RU,2021-10-04 15:19:29,43.0645,44.7417,46.54,93,90,6.71
264,Nenjiang,CN,2021-10-04 15:19:30,49.1833,125.2167,40.78,70,4,3.8
265,Bubaque,GW,2021-10-04 15:19:30,11.2833,-15.8333,82.94,74,100,7.0
266,Cozumel,MX,2021-10-04 15:19:30,20.5083,-86.9458,86.11,82,40,3.0
267,Tigil,RU,2021-10-04 15:19:31,57.8,158.6667,36.64,97,100,19.33
268,Goderich,CA,2021-10-04 15:18:52,43.7501,-81.7165,64.72,82,100,13.8
269,Agogo,GH,2021-10-04 15:19:31,6.8,-1.0819,81.16,81,59,3.15
270,Severo-Kurilsk,RU,2021-10-04 15:19:31,50.6789,156.125,46.26,86,35,12.21
271,Saint George,US,2021-10-04 15:16:59,37.1041,-113.5841,70.27,39,1,3.44
272,Shiyan,CN,2021-10-04 15:19:32,32.6475,110.7781,67.51,89,79,8.77
273,Sitka,US,2021-10-04 15:18:18,57.0531,-135.33,35.49,87,1,0.0
274,Rundu,NA,2021-10-04 15:19:32,-17.9333,19.7667,94.93,8,2,2.37
275,Cabo San Lucas,MX,2021-10-04 15:19:33,22.8909,-109.9124,84.51,72,20,3.44
276,Faanui,PF,2021-10-04 15:17:15,-16.4833,-151.75,77.68,75,15,12.77
277,Padang,ID,2021-10-04 15:19:33,-0.9492,100.3543,77.05,84,100,2.8
278,Bogande,BF,2021-10-04 15:19:34,12.9714,-0.1436,97.27,29,57,7.14
279,Redmond,US,2021-10-04 15:19:34,47.674,-122.1215,54.3,85,100,1.01
280,Miyako,JP,2021-10-04 15:19:34,39.6367,141.9525,68.02,71,100,6.6
281,Praia Da Vitoria,PT,2021-10-04 15:17:45,38.7333,-27.0667,77.25,73,20,6.26
282,Svarstad,NO,2021-10-04 15:19:35,59.399,9.9698,59.7,54,100,1.01
283,Talnakh,RU,2021-10-04 15:16:03,69.4865,88.3972,28.09,97,100,9.8
284,Bitung,ID,2021-10-04 15:19:34,1.4451,125.1824,77.85,82,96,6.87
285,Tiksi,RU,2021-10-04 15:19:35,71.6872,128.8694,24.91,83,100,27.16
286,Verkhoyansk,RU,2021-10-04 15:19:35,67.5447,133.385,22.89,82,43,3.62
287,Awjilah,LY,2021-10-04 15:19:36,29.1081,21.2869,84.85,28,0,14.18
288,Serebryansk,KZ,2021-10-04 15:19:36,49.6925,83.2892,40.55,98,100,4.88
289,Kaeo,NZ,2021-10-04 15:19:36,-35.1,173.7833,55.33,97,56,3.74
290,Coahuayana,MX,2021-10-04 15:19:37,18.7333,-103.6833,80.08,82,91,1.99
291,Ixtapa,MX,2021-10-04 15:19:37,20.7,-105.2,83.23,78,90,3.44
292,Atambua,ID,2021-10-04 15:19:37,-9.1061,124.8925,74.3,84,54,4.0
